point_short_code,point_long_code,address_full,geometry
047,10047,701 King St W,"{'type': 'MultiPoint', 'coordinates': [[-79.4038150226613, 43.6429915030246]]}"
061,05061,215 Ryding Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.4775297378499, 43.6686064997442]]}"
044,10044,180 Niagara St,"{'type': 'MultiPoint', 'coordinates': [[-79.4064135925468, 43.6422399839429]]}"
043,10043,20 Portugal Sq,"{'type': 'MultiPoint', 'coordinates': [[-79.40463496612, 43.6458438060303]]}"
009,10009,50 Lynn Williams St,"{'type': 'MultiPoint', 'coordinates': [[-79.4151818844181, 43.6396349867184]]}"
008,04008,333 Annette St,"{'type': 'MultiPoint', 'coordinates': [[-79.47413908979, 43.6612044595428]]}"
033,02033,1738 Islington Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.5395009465865, 43.6786465333719]]}"
043,02043,126 Rathburn Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.5448985655353, 43.6606760663976]]}"
021,02021,1806 Islington Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.5411220987472, 43.6834245605793]]}"
042,17042,34 Lescon Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.3577389782403, 43.7808296263161]]}"
036,04036,50 Quebec Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.4680784439153, 43.6544404209605]]}"
045,04045,45 Southport St,"{'type': 'MultiPoint', 'coordinates': [[-79.4725852996553, 43.6391014880419]]}"
046,04046,20 Southport St,"{'type': 'MultiPoint', 'coordinates': [[-79.4721483478897, 43.6373961969156]]}"
030,17030,85 Skymark Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.3539466682304, 43.7961414378367]]}"
019,17019,3125 Bayview Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.3906268330491, 43.7816070660216]]}"
022,11022,18 Davenport Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.3887259343309, 43.6731154778817]]}"
017,11017,50 Hillsboro Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.3936252415522, 43.6758304132138]]}"
008,05008,116 Cornelius Pkwy,"{'type': 'MultiPoint', 'coordinates': [[-79.4755347034249, 43.7178279267229]]}"
066,16066,22 Sunrise Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.3020599777968, 43.7196700199227]]}"
061,16061,75 Pavane Linkway,"{'type': 'MultiPoint', 'coordinates': [[-79.3239488858854, 43.7110902315839]]}"
015,05015,200 John St,"{'type': 'MultiPoint', 'coordinates': [[-79.509329936238, 43.7059781458169]]}"
051,16051,205 Wynford Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.3262352139651, 43.7237430204811]]}"
085,10085,16 Yonge St,"{'type': 'MultiPoint', 'coordinates': [[-79.3764002196513, 43.6432501146516]]}"
031,05031,30 George Anderson Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.4789480608335, 43.7054535329767]]}"
023,16023,50 Duncairn Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.3496061486394, 43.7399524524339]]}"
080,10080,77 Harbour Sq,"{'type': 'MultiPoint', 'coordinates': [[-79.3788871825108, 43.6399916866745]]}"
069,10069,381 Front St W,"{'type': 'MultiPoint', 'coordinates': [[-79.3927712133715, 43.6428584936299]]}"
013,10013,45 Bellwoods Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.4111480362678, 43.6478003880479]]}"
039,06039,111 Anthony Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.4679428388331, 43.7279015861068]]}"
020,17020,25 Bunty Lane,"{'type': 'MultiPoint', 'coordinates': [[-79.3852946788356, 43.7762622265316]]}"
014,17014,110 Pineway Blvd,"{'type': 'MultiPoint', 'coordinates': [[-79.3745155238261, 43.7964177776079]]}"
031,11031,21 Dale Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.371423566861, 43.6734645258014]]}"
028,11028,76 Bennington Heights Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.3687780820258, 43.6939854007409]]}"
011,11011,288 Bloor St W,"{'type': 'MultiPoint', 'coordinates': [[-79.4013309540226, 43.6674291395999]]}"
001,05001,2460 Weston Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.5341488706972, 43.7078632246253]]}"
004,05004,50 Falstaff Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.503838703887, 43.716721642837]]}"
009,05009,53 Gracefield Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.483407061155, 43.7108495114267]]}"
060,16060,55 Gateway Blvd,"{'type': 'MultiPoint', 'coordinates': [[-79.3310091533195, 43.7117262234356]]}"
052,16052,29 St Dennis Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.3316873577593, 43.7179406752052]]}"
048,16048,133 Wynford Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.3281212460466, 43.7267843220246]]}"
042,16042,1 Concorde Pl,"{'type': 'MultiPoint', 'coordinates': [[-79.3275707528446, 43.7286217705745]]}"
041,16041,5 Concorde Pl,"{'type': 'MultiPoint', 'coordinates': [[-79.3272769398522, 43.7299107448386]]}"
033,16033,88 Sweeney Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.3141820772089, 43.7359594203073]]}"
030,16030,1105 Leslie St,"{'type': 'MultiPoint', 'coordinates': [[-79.3486194709289, 43.7207737430925]]}"
019,16019,30 Roanoke Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.3247390774717, 43.7423352674519]]}"
083,10083,39 Queens Quay E,"{'type': 'MultiPoint', 'coordinates': [[-79.3717059086552, 43.6417104157356]]}"
084,10084,10 Queens Quay W,"{'type': 'MultiPoint', 'coordinates': [[-79.3758100936673, 43.6419124021927]]}"
035,05035,2000 Keele St,"{'type': 'MultiPoint', 'coordinates': [[-79.4757272759794, 43.6974108623235]]}"
037,05037,33 Gabian Way,"{'type': 'MultiPoint', 'coordinates': [[-79.4688606526194, 43.6931111358685]]}"
038,05038,2480 Eglinton Ave W,"{'type': 'MultiPoint', 'coordinates': [[-79.4694080539514, 43.6916898892131]]}"
048,10048,629 King St W,"{'type': 'MultiPoint', 'coordinates': [[-79.4015845603528, 43.6439719062514]]}"
066,05066,25 Avon Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.477451584347, 43.681541969503]]}"
057,10057,90 Stadium Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.4015567835994, 43.6348160766671]]}"
058,05058,50 Bernice Cres,"{'type': 'MultiPoint', 'coordinates': [[-79.4983074871366, 43.6675759817237]]}"
062,05062,400 Rockcliffe Blvd,"{'type': 'MultiPoint', 'coordinates': [[-79.4888938172078, 43.6738651424808]]}"
032,02032,70 Princess Anne Cres,"{'type': 'MultiPoint', 'coordinates': [[-79.5417121934287, 43.6726005054962]]}"
029,02029,60 Wellesworth Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.5800752804407, 43.6664657716455]]}"
053,22053,21 King Henry's Blvd,"{'type': 'MultiPoint', 'coordinates': [[-79.2976616870896, 43.7850716358588]]}"
022,02022,1540 Kipling Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.5529548829347, 43.6804618155072]]}"
057,22057,3825 Sheppard Ave E,"{'type': 'MultiPoint', 'coordinates': [[-79.2916054920999, 43.7820164754934]]}"
008,21008,1911 Kennedy Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.2805733330022, 43.7674356924497]]}"
020,02020,111 Sun Row Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.5370181385566, 43.685944240933]]}"
063,02063,420 The East Mall,"{'type': 'MultiPoint', 'coordinates': [[-79.5606933670659, 43.6474696882985]]}"
079,02079,4258 Bloor St W,"{'type': 'MultiPoint', 'coordinates': [[-79.5688523206208, 43.634619391021]]}"
019,02019,35 Trehorne Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.53306700719, 43.6894627380415]]}"
080,02080,52 Neilson Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.5652801574271, 43.6291556984902]]}"
001,03001,525 Prince Edward Dr N,"{'type': 'MultiPoint', 'coordinates': [[-79.5093148073344, 43.6586572209274]]}"
030,02030,50 Winterton Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.5607396403649, 43.6733827722511]]}"
031,02031,130 Lloyd Manor Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.5540087673011, 43.6683053235247]]}"
038,02038,1139 Royal York Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.5158693659685, 43.6611017686454]]}"
039,02039,15 Lambeth Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.5210419267328, 43.6610611746104]]}"
040,02040,65 Hartfield Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.5265666084256, 43.6654435061721]]}"
041,02041,44 Montgomery Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.5201109383211, 43.6490881283341]]}"
042,02042,2 Remington Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.5394518624762, 43.6601566099814]]}"
044,02044,35 West Deane Park Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.5660253980864, 43.6594751992159]]}"
045,02045,625 The West Mall,"{'type': 'MultiPoint', 'coordinates': [[-79.5703271487686, 43.655263953493]]}"
046,02046,714 The West Mall,"{'type': 'MultiPoint', 'coordinates': [[-79.5705591957417, 43.6569279624456]]}"
062,02062,47 Cowley Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.5608016240727, 43.6504713423926]]}"
064,02064,70 Mattice Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.54107815468, 43.6465122489888]]}"
065,02065,5 Swan Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.5462529112722, 43.6453169519903]]}"
070,02070,399 The West Mall,"{'type': 'MultiPoint', 'coordinates': [[-79.5654527814785, 43.6437720275364]]}"
071,02071,400 The West Mall,"{'type': 'MultiPoint', 'coordinates': [[-79.5675267161358, 43.6437353738767]]}"
072,02072,15 Rossburn Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.5666150696602, 43.6378407814724]]}"
074,02074,303 Mill Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.5829941240327, 43.638849199945]]}"
075,02075,300 Mill Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.5839842946131, 43.6380836835734]]}"
076,02076,288 Mill Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.5827325211831, 43.6373685364982]]}"
067,11067,452 College St,"{'type': 'MultiPoint', 'coordinates': [[-79.4081495122429, 43.656667812094]]}"
022,21022,1400 Kennedy Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.2806330260974, 43.7626707459236]]}"
002,03002,4251 Dundas St W,"{'type': 'MultiPoint', 'coordinates': [[-79.5144508226801, 43.6588720532978]]}"
039,04039,71 Jane St,"{'type': 'MultiPoint', 'coordinates': [[-79.4847133386746, 43.6512772232725]]}"
036,17036,70 Margaret Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.3380515908991, 43.7858197125024]]}"
049,11049,1080 Bay St,"{'type': 'MultiPoint', 'coordinates': [[-79.3886683290985, 43.6667966234704]]}"
029,17029,55 Skymark Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.3520061038578, 43.7948756958414]]}"
027,17027,625 Seneca Hill Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.3502969872857, 43.7908704223355]]}"
050,04050,1900 Lake Shore Blvd W,"{'type': 'MultiPoint', 'coordinates': [[-79.4660603042405, 43.63639833254]]}"
022,17022,101 Seneca Hill Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.3598465997775, 43.7884321784152]]}"
053,04053,116 Fermanagh Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.4479230168876, 43.6468292693933]]}"
086,13086,75 Cooperage St,"{'type': 'MultiPoint', 'coordinates': [[-79.3567264592352, 43.6533001529187]]}"
055,04055,225 Garden Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.4491237019074, 43.6432000977767]]}"
002,19002,2701 St Clair Ave E,"{'type': 'MultiPoint', 'coordinates': [[-79.3118535366198, 43.7054402645903]]}"
005,19005,5 Wakunda Pl,"{'type': 'MultiPoint', 'coordinates': [[-79.3046691881214, 43.7155566605111]]}"
009,19009,10 Gower St,"{'type': 'MultiPoint', 'coordinates': [[-79.2979972016863, 43.7026579788911]]}"
043,25043,1410 Military Trl,"{'type': 'MultiPoint', 'coordinates': [[-79.1784462927192, 43.7835009010173]]}"
058,04058,75 Lansdowne Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.4374640114553, 43.6433956027407]]}"
029,11029,159 Roxborough Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.3723530099708, 43.6841341693997]]}"
027,11027,1 1/2 Garfield Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.3834646497375, 43.687105081373]]}"
071,04071,85 Spencer Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.430147708446, 43.6373300911798]]}"
020,11020,61 Davenport Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.3921392257859, 43.6729826224861]]}"
067,04067,1355 King St W,"{'type': 'MultiPoint', 'coordinates': [[-79.432848959253, 43.6375458436918]]}"
055,10055,628 Fleet St,"{'type': 'MultiPoint', 'coordinates': [[-79.4027569155147, 43.6363626594868]]}"
060,05060,33 Pritchard Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.4888891935974, 43.6702238261957]]}"
036,25036,271 Centennial Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.1500238078626, 43.7869622763272]]}"
018,19018,650 Cosburn Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.3275764481259, 43.6949906148821]]}"
046,07046,5 Blue Haven Cres,"{'type': 'MultiPoint', 'coordinates': [[-79.5582630205465, 43.744521608379]]}"
053,07053,7-11 Arleta Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.5011281773378, 43.7419384947531]]}"
054,07054,15 Clubhouse Crt,"{'type': 'MultiPoint', 'coordinates': [[-79.4999933325182, 43.7455256640154]]}"
055,07055,100 Chalkfarm Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.5143927419889, 43.7271064323401]]}"
004,19004,2800 St Clair Ave E,"{'type': 'MultiPoint', 'coordinates': [[-79.3053702914276, 43.707534131345]]}"
041,25041,600 Morrish Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.1754616226425, 43.7932879519401]]}"
052,07052,108 Spenvalley Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.5079140443714, 43.7436724724678]]}"
049,07049,75 Stanley Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.5178270423286, 43.7418311837881]]}"
050,07050,25 Stanley Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.5158406628624, 43.7424365830991]]}"
056,07056,65 Mayall Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.5181880522723, 43.7272532057241]]}"
059,07059,20 Starview Lane,"{'type': 'MultiPoint', 'coordinates': [[-79.5333274754313, 43.7277071830707]]}"
023,21023,739 Ellesmere Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.2875719983282, 43.7636236123759]]}"
011,21011,115 Omni Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.2613783085603, 43.7717277552134]]}"
025,21025,4 Bucannan Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.2999282686155, 43.7514123659806]]}"
018,21018,60 Brimorton Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.2547962816571, 43.766645247168]]}"
062,19062,14 Pine Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.289826941499, 43.6764359194877]]}"
057,19057,2161 Queen St E,"{'type': 'MultiPoint', 'coordinates': [[-79.2984941034622, 43.6700828748239]]}"
020,21020,230 Birkdale Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.2658120339035, 43.7663054576185]]}"
056,19056,101 Kippendavie Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.3027273153273, 43.6684642406022]]}"
058,19058,140 Wineva Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.2963325099014, 43.6714896688288]]}"
026,21026,1325 Pharmacy Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.307836183235, 43.754822068202]]}"
032,21032,28 Blaisdale Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.2797350588123, 43.7501910914087]]}"
055,19055,50 Norway Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.3047523294193, 43.6742440209973]]}"
029,21029,2015 Lawrence Ave E,"{'type': 'MultiPoint', 'coordinates': [[-79.2949756250365, 43.74495063518]]}"
021,08021,47 Glenbrook Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.4520214471198, 43.7093225468423]]}"
025,11025,40 St Clair Ave E,"{'type': 'MultiPoint', 'coordinates': [[-79.3924935160793, 43.6886597589822]]}"
044,21044,1515 Danforth Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.2440240978434, 43.7510738002232]]}"
041,14041,1470 Gerrard St E,"{'type': 'MultiPoint', 'coordinates': [[-79.3207441983196, 43.6727765556646]]}"
029,08029,3036 Bathurst St,"{'type': 'MultiPoint', 'coordinates': [[-79.4298406749103, 43.7185032259104]]}"
046,21046,25 Seminole Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.2497850291991, 43.7452922846894]]}"
001,08001,148 Wilson Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.4195222787578, 43.7409100432478]]}"
029,14029,86 Blake St,"{'type': 'MultiPoint', 'coordinates': [[-79.3399267930214, 43.6750338985466]]}"
036,14036,953 Gerrard St E,"{'type': 'MultiPoint', 'coordinates': [[-79.3393969830404, 43.668053671131]]}"
065,08065,35 Lytton Blvd,"{'type': 'MultiPoint', 'coordinates': [[-79.4029577817209, 43.715420553789]]}"
044,14044,254 Leslie St,"{'type': 'MultiPoint', 'coordinates': [[-79.3324077238987, 43.6673207679123]]}"
053,14053,80 Queensdale Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.3305349885319, 43.6873304546484]]}"
031,08031,2 Covington Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.4305416871258, 43.721081378371]]}"
014,04014,285 Indian Road Cres,"{'type': 'MultiPoint', 'coordinates': [[-79.4600779001397, 43.6625287329027]]}"
022,19022,695 Coxwell Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.3233112829386, 43.6832345812895]]}"
010,06010,115 Antibes Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.4458856894209, 43.779570651161]]}"
024,19024,50 Woodmount Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.3168473888951, 43.6868167648153]]}"
025,19025,2174 Danforth Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.3104217550171, 43.686466885587]]}"
026,19026,2 Gledhill Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.3092864659493, 43.6875483306854]]}"
027,19027,2550 Danforth Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.3021958932347, 43.6882611104361]]}"
032,19032,444 Lumsden Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.3023109795399, 43.6956296600111]]}"
035,19035,5 Massey Sq,"{'type': 'MultiPoint', 'coordinates': [[-79.2927553425624, 43.6962659309353]]}"
006,10006,1005 King St W,"{'type': 'MultiPoint', 'coordinates': [[-79.4144027126364, 43.641233797542]]}"
036,19036,140 Dawes Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.2976272053742, 43.6937784318434]]}"
037,19037,91 Barrington Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.3015680705375, 43.6917721030027]]}"
038,19038,245 Main St,"{'type': 'MultiPoint', 'coordinates': [[-79.2997871822482, 43.6871640961356]]}"
001,02001,55 Ludstone Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.5628707286001, 43.6915212586818]]}"
039,19039,2287 Gerrard St E,"{'type': 'MultiPoint', 'coordinates': [[-79.2954397188719, 43.6847530151064]]}"
040,19040,79 Lawlor Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.2888464810139, 43.6828521021446]]}"
041,19041,975 Kingston Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.2865664604412, 43.6802131755573]]}"
018,06018,285 Wilmington Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.4586302368016, 43.7674452465892]]}"
002,02002,380 The Westway,"{'type': 'MultiPoint', 'coordinates': [[-79.5623537178777, 43.685288122965]]}"
003,02003,315 The Westway,"{'type': 'MultiPoint', 'coordinates': [[-79.5559776877569, 43.6850065948201]]}"
021,06021,100 Elder St,"{'type': 'MultiPoint', 'coordinates': [[-79.4541198978606, 43.7606491632497]]}"
046,19046,133 Merrill Ave E,"{'type': 'MultiPoint', 'coordinates': [[-79.3119942973327, 43.6829865989615]]}"
066,11066,460 Manning Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.4140575735688, 43.6576460735345]]}"
038,06038,41 Ancaster Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.4656967844295, 43.732526110716]]}"
063,11063,300 Shaw St,"{'type': 'MultiPoint', 'coordinates': [[-79.4188966398278, 43.6504621891737]]}"
007,02007,35 Saskatoon Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.5384444417594, 43.6942865155451]]}"
076,17076,1 Rean Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.3832738336564, 43.7651930797612]]}"
021,19021,200 Wolverleigh Blvd,"{'type': 'MultiPoint', 'coordinates': [[-79.3225127084869, 43.6856829953902]]}"
048,19048,11 Coatsworth Cres,"{'type': 'MultiPoint', 'coordinates': [[-79.3211362870913, 43.678997342228]]}"
012,05012,300 Queen's Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.5014899139481, 43.7089168468027]]}"
037,16037,1780 Eglinton Ave E,"{'type': 'MultiPoint', 'coordinates': [[-79.3049988234967, 43.7253791962254]]}"
034,21034,30 McGregor Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.2795776619808, 43.7456867654999]]}"
059,05059,69 Pritchard Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.491126770757, 43.6692513829928]]}"
053,10053,231 Fort York Blvd,"{'type': 'MultiPoint', 'coordinates': [[-79.4060754136488, 43.636970867141]]}"
037,21037,2550 Lawrence Ave E,"{'type': 'MultiPoint', 'coordinates': [[-79.2664550441701, 43.7515888345939]]}"
048,14048,51 Larchmount Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.3333360558731, 43.6610358159785]]}"
027,08027,800 Lawrence Ave W,"{'type': 'MultiPoint', 'coordinates': [[-79.4532903369459, 43.7144810126555]]}"
053,21053,1035 Pharmacy Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.3022374245071, 43.7393564303003]]}"
049,14049,1070 Queen St E,"{'type': 'MultiPoint', 'coordinates': [[-79.3367814891794, 43.662057506919]]}"
031,19031,195 Barrington Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.3029414965831, 43.6948791141822]]}"
004,02004,8 Templar Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.5549102118525, 43.6876685642211]]}"
001,21001,2333-2347 Victoria Park Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.3179745813026, 43.765305143712]]}"
050,19050,31 Eastwood Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.3181405760408, 43.6729242504969]]}"
002,21002,95 Pachino Blvd,"{'type': 'MultiPoint', 'coordinates': [[-79.3085727444468, 43.7637829145381]]}"
005,21005,8 Mondeo Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.2884727663605, 43.7644972271659]]}"
059,19059,6 Williamson Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.2988070621421, 43.6739310242058]]}"
010,19010,50 Chapman Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.299760623825, 43.7010488988453]]}"
039,25039,761 Meadowvale Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.1640681823792, 43.7955110107972]]}"
042,25042,61 Canmore Blvd,"{'type': 'MultiPoint', 'coordinates': [[-79.1792700314566, 43.7931879168947]]}"
011,19011,416 Dawes Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.2972298270711, 43.7012022928535]]}"
014,19014,9 Haldon Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.3115237001126, 43.6985244988131]]}"
022,05022,1 Hickory Tree Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.5136833458057, 43.69801422142]]}"
022,16022,17 The Donway E,"{'type': 'MultiPoint', 'coordinates': [[-79.3397470950251, 43.7363797020937]]}"
021,16021,76 Three Valleys Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.3376043958259, 43.7506806575244]]}"
020,16020,45 Cassandra Blvd,"{'type': 'MultiPoint', 'coordinates': [[-79.3289014753509, 43.7484250053493]]}"
018,16018,19 Castlegrove Blvd,"{'type': 'MultiPoint', 'coordinates': [[-79.3227583603967, 43.7456714195373]]}"
091,10091,15 Scadding Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.3667827520116, 43.6485896882702]]}"
088,13088,230 The Esplanade,"{'type': 'MultiPoint', 'coordinates': [[-79.3649801210205, 43.6497975364437]]}"
089,10089,85 The Esplanade,"{'type': 'MultiPoint', 'coordinates': [[-79.3729608484728, 43.647312712368]]}"
091,13091,80 Front St E,"{'type': 'MultiPoint', 'coordinates': [[-79.3729467659495, 43.6494890373487]]}"
015,19015,271 Gledhill Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.3116924407793, 43.6953964611984]]}"
045,07045,25 Daystrom Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.5469633014631, 43.7479469273564]]}"
047,07047,20 Gulfstream Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.5420098021244, 43.7390779789322]]}"
012,19012,75 Halsey Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.2978068276677, 43.6991458743894]]}"
047,25047,4279 Lawrence Ave E,"{'type': 'MultiPoint', 'coordinates': [[-79.1784438469379, 43.769853423439]]}"
048,25048,80 Bennett Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.1663503950133, 43.7711329119069]]}"
047,02047,225 Wellesworth Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.5767187454201, 43.6566373465707]]}"
067,02067,5 Valhalla Inn Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.5597752874698, 43.6401457380824]]}"
068,02068,4050 Bloor St W,"{'type': 'MultiPoint', 'coordinates': [[-79.5556754935908, 43.6376529320238]]}"
073,02073,10 Toledo Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.5719465300651, 43.6391456489153]]}"
077,02077,222 Mill Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.5769148190181, 43.6334096401878]]}"
078,02078,4319 Bloor St W,"{'type': 'MultiPoint', 'coordinates': [[-79.5738081912146, 43.6322472865153]]}"
018,08018,50 Lotherton Ptwy,"{'type': 'MultiPoint', 'coordinates': [[-79.4669470392062, 43.7058518705082]]}"
025,05025,100 Sidney Belsey Cres,"{'type': 'MultiPoint', 'coordinates': [[-79.5097668839041, 43.6922961842952]]}"
049,02049,590 Rathburn Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.5841050232012, 43.6504501906889]]}"
021,17021,100 Ravel Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.367340385707, 43.7919518364679]]}"
002,04002,135 Varsity Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.4994375141874, 43.6628427653687]]}"
006,04006,605 Willard Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.4855842504847, 43.6611071189691]]}"
033,23033,100 Scottfield Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.2537207804279, 43.8103894886669]]}"
046,23046,105 Invergordon Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.2472058211989, 43.7872721001055]]}"
034,23034,90 Scottfield Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.2529581242005, 43.8099133584296]]}"
008,22008,131 Huntsmill Blvd,"{'type': 'MultiPoint', 'coordinates': [[-79.3275418257916, 43.8070663083017]]}"
