point_short_code,point_long_code,geometry
067,04067,"{'type': 'MultiPoint', 'coordinates': [[-79.432848959253, 43.6375458436918]]}"
055,10055,"{'type': 'MultiPoint', 'coordinates': [[-79.4027569155147, 43.6363626594868]]}"
060,05060,"{'type': 'MultiPoint', 'coordinates': [[-79.4888891935974, 43.6702238261957]]}"
036,25036,"{'type': 'MultiPoint', 'coordinates': [[-79.1500238078626, 43.7869622763272]]}"
018,19018,"{'type': 'MultiPoint', 'coordinates': [[-79.3275764481259, 43.6949906148821]]}"
046,07046,"{'type': 'MultiPoint', 'coordinates': [[-79.5582630205465, 43.744521608379]]}"
053,07053,"{'type': 'MultiPoint', 'coordinates': [[-79.5011281773378, 43.7419384947531]]}"
054,07054,"{'type': 'MultiPoint', 'coordinates': [[-79.4999933325182, 43.7455256640154]]}"
055,07055,"{'type': 'MultiPoint', 'coordinates': [[-79.5143927419889, 43.7271064323401]]}"
004,19004,"{'type': 'MultiPoint', 'coordinates': [[-79.3053702914276, 43.707534131345]]}"
041,25041,"{'type': 'MultiPoint', 'coordinates': [[-79.1754616226425, 43.7932879519401]]}"
052,07052,"{'type': 'MultiPoint', 'coordinates': [[-79.5079140443714, 43.7436724724678]]}"
049,07049,"{'type': 'MultiPoint', 'coordinates': [[-79.5178270423286, 43.7418311837881]]}"
050,07050,"{'type': 'MultiPoint', 'coordinates': [[-79.5158406628624, 43.7424365830991]]}"
056,07056,"{'type': 'MultiPoint', 'coordinates': [[-79.5181880522723, 43.7272532057241]]}"
059,07059,"{'type': 'MultiPoint', 'coordinates': [[-79.5333274754313, 43.7277071830707]]}"
023,21023,"{'type': 'MultiPoint', 'coordinates': [[-79.2875719983282, 43.7636236123759]]}"
011,21011,"{'type': 'MultiPoint', 'coordinates': [[-79.2613783085603, 43.7717277552134]]}"
025,21025,"{'type': 'MultiPoint', 'coordinates': [[-79.2999282686155, 43.7514123659806]]}"
018,21018,"{'type': 'MultiPoint', 'coordinates': [[-79.2547962816571, 43.766645247168]]}"
062,19062,"{'type': 'MultiPoint', 'coordinates': [[-79.289826941499, 43.6764359194877]]}"
057,19057,"{'type': 'MultiPoint', 'coordinates': [[-79.2984941034622, 43.6700828748239]]}"
020,21020,"{'type': 'MultiPoint', 'coordinates': [[-79.2658120339035, 43.7663054576185]]}"
056,19056,"{'type': 'MultiPoint', 'coordinates': [[-79.3027273153273, 43.6684642406022]]}"
058,19058,"{'type': 'MultiPoint', 'coordinates': [[-79.2963325099014, 43.6714896688288]]}"
026,21026,"{'type': 'MultiPoint', 'coordinates': [[-79.307836183235, 43.754822068202]]}"
032,21032,"{'type': 'MultiPoint', 'coordinates': [[-79.2797350588123, 43.7501910914087]]}"
055,19055,"{'type': 'MultiPoint', 'coordinates': [[-79.3047523294193, 43.6742440209973]]}"
029,21029,"{'type': 'MultiPoint', 'coordinates': [[-79.2949756250365, 43.74495063518]]}"
021,08021,"{'type': 'MultiPoint', 'coordinates': [[-79.4520214471198, 43.7093225468423]]}"
025,11025,"{'type': 'MultiPoint', 'coordinates': [[-79.3924935160793, 43.6886597589822]]}"
044,21044,"{'type': 'MultiPoint', 'coordinates': [[-79.2440240978434, 43.7510738002232]]}"
041,14041,"{'type': 'MultiPoint', 'coordinates': [[-79.3207441983196, 43.6727765556646]]}"
029,08029,"{'type': 'MultiPoint', 'coordinates': [[-79.4298406749103, 43.7185032259104]]}"
046,21046,"{'type': 'MultiPoint', 'coordinates': [[-79.2497850291991, 43.7452922846894]]}"
001,08001,"{'type': 'MultiPoint', 'coordinates': [[-79.4195222787578, 43.7409100432478]]}"
029,14029,"{'type': 'MultiPoint', 'coordinates': [[-79.3399267930214, 43.6750338985466]]}"
036,14036,"{'type': 'MultiPoint', 'coordinates': [[-79.3393969830404, 43.668053671131]]}"
065,08065,"{'type': 'MultiPoint', 'coordinates': [[-79.4029577817209, 43.715420553789]]}"
044,14044,"{'type': 'MultiPoint', 'coordinates': [[-79.3324077238987, 43.6673207679123]]}"
053,14053,"{'type': 'MultiPoint', 'coordinates': [[-79.3305349885319, 43.6873304546484]]}"
031,08031,"{'type': 'MultiPoint', 'coordinates': [[-79.4305416871258, 43.721081378371]]}"
014,04014,"{'type': 'MultiPoint', 'coordinates': [[-79.4600779001397, 43.6625287329027]]}"
022,19022,"{'type': 'MultiPoint', 'coordinates': [[-79.3233112829386, 43.6832345812895]]}"
010,06010,"{'type': 'MultiPoint', 'coordinates': [[-79.4458856894209, 43.779570651161]]}"
024,19024,"{'type': 'MultiPoint', 'coordinates': [[-79.3168473888951, 43.6868167648153]]}"
025,19025,"{'type': 'MultiPoint', 'coordinates': [[-79.3104217550171, 43.686466885587]]}"
026,19026,"{'type': 'MultiPoint', 'coordinates': [[-79.3092864659493, 43.6875483306854]]}"
027,19027,"{'type': 'MultiPoint', 'coordinates': [[-79.3021958932347, 43.6882611104361]]}"
032,19032,"{'type': 'MultiPoint', 'coordinates': [[-79.3023109795399, 43.6956296600111]]}"
035,19035,"{'type': 'MultiPoint', 'coordinates': [[-79.2927553425624, 43.6962659309353]]}"
006,10006,"{'type': 'MultiPoint', 'coordinates': [[-79.4144027126364, 43.641233797542]]}"
036,19036,"{'type': 'MultiPoint', 'coordinates': [[-79.2976272053742, 43.6937784318434]]}"
037,19037,"{'type': 'MultiPoint', 'coordinates': [[-79.3015680705375, 43.6917721030027]]}"
038,19038,"{'type': 'MultiPoint', 'coordinates': [[-79.2997871822482, 43.6871640961356]]}"
001,02001,"{'type': 'MultiPoint', 'coordinates': [[-79.5628707286001, 43.6915212586818]]}"
039,19039,"{'type': 'MultiPoint', 'coordinates': [[-79.2954397188719, 43.6847530151064]]}"
040,19040,"{'type': 'MultiPoint', 'coordinates': [[-79.2888464810139, 43.6828521021446]]}"
041,19041,"{'type': 'MultiPoint', 'coordinates': [[-79.2865664604412, 43.6802131755573]]}"
018,06018,"{'type': 'MultiPoint', 'coordinates': [[-79.4586302368016, 43.7674452465892]]}"
002,02002,"{'type': 'MultiPoint', 'coordinates': [[-79.5623537178777, 43.685288122965]]}"
003,02003,"{'type': 'MultiPoint', 'coordinates': [[-79.5559776877569, 43.6850065948201]]}"
021,06021,"{'type': 'MultiPoint', 'coordinates': [[-79.4541198978606, 43.7606491632497]]}"
046,19046,"{'type': 'MultiPoint', 'coordinates': [[-79.3119942973327, 43.6829865989615]]}"
066,11066,"{'type': 'MultiPoint', 'coordinates': [[-79.4140575735688, 43.6576460735345]]}"
038,06038,"{'type': 'MultiPoint', 'coordinates': [[-79.4656967844295, 43.732526110716]]}"
063,11063,"{'type': 'MultiPoint', 'coordinates': [[-79.4188966398278, 43.6504621891737]]}"
007,02007,"{'type': 'MultiPoint', 'coordinates': [[-79.5384444417594, 43.6942865155451]]}"
076,17076,"{'type': 'MultiPoint', 'coordinates': [[-79.3832738336564, 43.7651930797612]]}"
021,19021,"{'type': 'MultiPoint', 'coordinates': [[-79.3225127084869, 43.6856829953902]]}"
048,19048,"{'type': 'MultiPoint', 'coordinates': [[-79.3211362870913, 43.678997342228]]}"
012,05012,"{'type': 'MultiPoint', 'coordinates': [[-79.5014899139481, 43.7089168468027]]}"
037,16037,"{'type': 'MultiPoint', 'coordinates': [[-79.3049988234967, 43.7253791962254]]}"
034,21034,"{'type': 'MultiPoint', 'coordinates': [[-79.2795776619808, 43.7456867654999]]}"
059,05059,"{'type': 'MultiPoint', 'coordinates': [[-79.491126770757, 43.6692513829928]]}"
053,10053,"{'type': 'MultiPoint', 'coordinates': [[-79.4060754136488, 43.636970867141]]}"
037,21037,"{'type': 'MultiPoint', 'coordinates': [[-79.2664550441701, 43.7515888345939]]}"
048,14048,"{'type': 'MultiPoint', 'coordinates': [[-79.3333360558731, 43.6610358159785]]}"
027,08027,"{'type': 'MultiPoint', 'coordinates': [[-79.4532903369459, 43.7144810126555]]}"
053,21053,"{'type': 'MultiPoint', 'coordinates': [[-79.3022374245071, 43.7393564303003]]}"
049,14049,"{'type': 'MultiPoint', 'coordinates': [[-79.3367814891794, 43.662057506919]]}"
031,19031,"{'type': 'MultiPoint', 'coordinates': [[-79.3029414965831, 43.6948791141822]]}"
004,02004,"{'type': 'MultiPoint', 'coordinates': [[-79.5549102118525, 43.6876685642211]]}"
001,21001,"{'type': 'MultiPoint', 'coordinates': [[-79.3179745813026, 43.765305143712]]}"
050,19050,"{'type': 'MultiPoint', 'coordinates': [[-79.3181405760408, 43.6729242504969]]}"
002,21002,"{'type': 'MultiPoint', 'coordinates': [[-79.3085727444468, 43.7637829145381]]}"
005,21005,"{'type': 'MultiPoint', 'coordinates': [[-79.2884727663605, 43.7644972271659]]}"
059,19059,"{'type': 'MultiPoint', 'coordinates': [[-79.2988070621421, 43.6739310242058]]}"
010,19010,"{'type': 'MultiPoint', 'coordinates': [[-79.299760623825, 43.7010488988453]]}"
039,25039,"{'type': 'MultiPoint', 'coordinates': [[-79.1640681823792, 43.7955110107972]]}"
042,25042,"{'type': 'MultiPoint', 'coordinates': [[-79.1792700314566, 43.7931879168947]]}"
011,19011,"{'type': 'MultiPoint', 'coordinates': [[-79.2972298270711, 43.7012022928535]]}"
014,19014,"{'type': 'MultiPoint', 'coordinates': [[-79.3115237001126, 43.6985244988131]]}"
022,05022,"{'type': 'MultiPoint', 'coordinates': [[-79.5136833458057, 43.69801422142]]}"
022,16022,"{'type': 'MultiPoint', 'coordinates': [[-79.3397470950251, 43.7363797020937]]}"
021,16021,"{'type': 'MultiPoint', 'coordinates': [[-79.3376043958259, 43.7506806575244]]}"
020,16020,"{'type': 'MultiPoint', 'coordinates': [[-79.3289014753509, 43.7484250053493]]}"
018,16018,"{'type': 'MultiPoint', 'coordinates': [[-79.3227583603967, 43.7456714195373]]}"
091,10091,"{'type': 'MultiPoint', 'coordinates': [[-79.3667827520116, 43.6485896882702]]}"
088,13088,"{'type': 'MultiPoint', 'coordinates': [[-79.3649801210205, 43.6497975364437]]}"
089,10089,"{'type': 'MultiPoint', 'coordinates': [[-79.3729608484728, 43.647312712368]]}"
091,13091,"{'type': 'MultiPoint', 'coordinates': [[-79.3729467659495, 43.6494890373487]]}"
015,19015,"{'type': 'MultiPoint', 'coordinates': [[-79.3116924407793, 43.6953964611984]]}"
045,07045,"{'type': 'MultiPoint', 'coordinates': [[-79.5469633014631, 43.7479469273564]]}"
047,07047,"{'type': 'MultiPoint', 'coordinates': [[-79.5420098021244, 43.7390779789322]]}"
012,19012,"{'type': 'MultiPoint', 'coordinates': [[-79.2978068276677, 43.6991458743894]]}"
047,25047,"{'type': 'MultiPoint', 'coordinates': [[-79.1784438469379, 43.769853423439]]}"
048,25048,"{'type': 'MultiPoint', 'coordinates': [[-79.1663503950133, 43.7711329119069]]}"
047,02047,"{'type': 'MultiPoint', 'coordinates': [[-79.5767187454201, 43.6566373465707]]}"
067,02067,"{'type': 'MultiPoint', 'coordinates': [[-79.5597752874698, 43.6401457380824]]}"
068,02068,"{'type': 'MultiPoint', 'coordinates': [[-79.5556754935908, 43.6376529320238]]}"
073,02073,"{'type': 'MultiPoint', 'coordinates': [[-79.5719465300651, 43.6391456489153]]}"
077,02077,"{'type': 'MultiPoint', 'coordinates': [[-79.5769148190181, 43.6334096401878]]}"
078,02078,"{'type': 'MultiPoint', 'coordinates': [[-79.5738081912146, 43.6322472865153]]}"
018,08018,"{'type': 'MultiPoint', 'coordinates': [[-79.4669470392062, 43.7058518705082]]}"
025,05025,"{'type': 'MultiPoint', 'coordinates': [[-79.5097668839041, 43.6922961842952]]}"
049,02049,"{'type': 'MultiPoint', 'coordinates': [[-79.5841050232012, 43.6504501906889]]}"
021,17021,"{'type': 'MultiPoint', 'coordinates': [[-79.367340385707, 43.7919518364679]]}"
002,04002,"{'type': 'MultiPoint', 'coordinates': [[-79.4994375141874, 43.6628427653687]]}"
006,04006,"{'type': 'MultiPoint', 'coordinates': [[-79.4855842504847, 43.6611071189691]]}"
033,23033,"{'type': 'MultiPoint', 'coordinates': [[-79.2537207804279, 43.8103894886669]]}"
046,23046,"{'type': 'MultiPoint', 'coordinates': [[-79.2472058211989, 43.7872721001055]]}"
034,23034,"{'type': 'MultiPoint', 'coordinates': [[-79.2529581242005, 43.8099133584296]]}"
008,22008,"{'type': 'MultiPoint', 'coordinates': [[-79.3275418257916, 43.8070663083017]]}"
005,22005,"{'type': 'MultiPoint', 'coordinates': [[-79.3360097735751, 43.805763124703]]}"
014,22014,"{'type': 'MultiPoint', 'coordinates': [[-79.3017400610831, 43.8108819319422]]}"
032,22032,"{'type': 'MultiPoint', 'coordinates': [[-79.3236705089564, 43.7870773578969]]}"
026,22026,"{'type': 'MultiPoint', 'coordinates': [[-79.3148680045935, 43.80122038284]]}"
055,02055,"{'type': 'MultiPoint', 'coordinates': [[-79.5692125744526, 43.6526758619667]]}"
058,02058,"{'type': 'MultiPoint', 'coordinates': [[-79.5677606034952, 43.6482590169576]]}"
048,22048,"{'type': 'MultiPoint', 'coordinates': [[-79.3082862869358, 43.7743422666765]]}"
031,06031,"{'type': 'MultiPoint', 'coordinates': [[-79.4441451836565, 43.7496575317948]]}"
033,06033,"{'type': 'MultiPoint', 'coordinates': [[-79.4466973349755, 43.7398550354918]]}"
034,06034,"{'type': 'MultiPoint', 'coordinates': [[-79.4300369383682, 43.7413217746515]]}"
036,06036,"{'type': 'MultiPoint', 'coordinates': [[-79.4463750695094, 43.7344681382935]]}"
060,11060,"{'type': 'MultiPoint', 'coordinates': [[-79.4188437208257, 43.6586815852248]]}"
042,06042,"{'type': 'MultiPoint', 'coordinates': [[-79.4887180636838, 43.7285235857172]]}"
052,06052,"{'type': 'MultiPoint', 'coordinates': [[-79.4932050987089, 43.7510558213298]]}"
040,04040,"{'type': 'MultiPoint', 'coordinates': [[-79.4778784411838, 43.6476497889622]]}"
041,04041,"{'type': 'MultiPoint', 'coordinates': [[-79.4730330593089, 43.6463490683119]]}"
032,17032,"{'type': 'MultiPoint', 'coordinates': [[-79.338614744436, 43.7987627465793]]}"
047,11047,"{'type': 'MultiPoint', 'coordinates': [[-79.3882505731182, 43.6687162451838]]}"
049,04049,"{'type': 'MultiPoint', 'coordinates': [[-79.4689288911835, 43.6369344244373]]}"
051,04051,"{'type': 'MultiPoint', 'coordinates': [[-79.4522720930996, 43.650426312651]]}"
056,04056,"{'type': 'MultiPoint', 'coordinates': [[-79.4473043306835, 43.640190888097]]}"
057,04057,"{'type': 'MultiPoint', 'coordinates': [[-79.4404012278297, 43.6396004817772]]}"
059,04059,"{'type': 'MultiPoint', 'coordinates': [[-79.4363550876554, 43.6421814886305]]}"
034,11034,"{'type': 'MultiPoint', 'coordinates': [[-79.3804541055405, 43.6722653676392]]}"
048,04048,"{'type': 'MultiPoint', 'coordinates': [[-79.4702096455853, 43.6362963152721]]}"
021,11021,"{'type': 'MultiPoint', 'coordinates': [[-79.3909635734646, 43.6746709835347]]}"
035,04035,"{'type': 'MultiPoint', 'coordinates': [[-79.4682401213406, 43.6556577190767]]}"
038,17038,"{'type': 'MultiPoint', 'coordinates': [[-79.3512777208514, 43.7818008978342]]}"
053,11053,"{'type': 'MultiPoint', 'coordinates': [[-79.3945637801416, 43.6637119911463]]}"
037,17037,"{'type': 'MultiPoint', 'coordinates': [[-79.3455302477626, 43.7847819082729]]}"
048,21048,"{'type': 'MultiPoint', 'coordinates': [[-79.2605263117434, 43.7462850480666]]}"
005,14005,"{'type': 'MultiPoint', 'coordinates': [[-79.3316401743941, 43.6950420299431]]}"
006,14006,"{'type': 'MultiPoint', 'coordinates': [[-79.3307746357026, 43.6940723030924]]}"
050,21050,"{'type': 'MultiPoint', 'coordinates': [[-79.2710367052016, 43.742303234787]]}"
019,14019,"{'type': 'MultiPoint', 'coordinates': [[-79.3488606053088, 43.6846512620714]]}"
025,14025,"{'type': 'MultiPoint', 'coordinates': [[-79.3340211861647, 43.6815909005853]]}"
028,14028,"{'type': 'MultiPoint', 'coordinates': [[-79.3299265578618, 43.6779238317932]]}"
004,08004,"{'type': 'MultiPoint', 'coordinates': [[-79.4167311711673, 43.740726507413]]}"
014,08014,"{'type': 'MultiPoint', 'coordinates': [[-79.4444540037633, 43.7200875786734]]}"
038,14038,"{'type': 'MultiPoint', 'coordinates': [[-79.3384762500832, 43.6718063689636]]}"
039,14039,"{'type': 'MultiPoint', 'coordinates': [[-79.3348598191726, 43.6700476981757]]}"
040,14040,"{'type': 'MultiPoint', 'coordinates': [[-79.3230764738016, 43.6738732738586]]}"
043,08043,"{'type': 'MultiPoint', 'coordinates': [[-79.4018264958209, 43.7201302500905]]}"
058,21058,"{'type': 'MultiPoint', 'coordinates': [[-79.2584143683704, 43.7379399270559]]}"
045,08045,"{'type': 'MultiPoint', 'coordinates': [[-79.4357473261606, 43.7132238247354]]}"
017,08017,"{'type': 'MultiPoint', 'coordinates': [[-79.4637574882499, 43.7097753946106]]}"
045,14045,"{'type': 'MultiPoint', 'coordinates': [[-79.3319699026238, 43.6652406729415]]}"
039,08039,"{'type': 'MultiPoint', 'coordinates': [[-79.4039975153705, 43.7274816103799]]}"
040,08040,"{'type': 'MultiPoint', 'coordinates': [[-79.4104390774942, 43.7222227051645]]}"
049,08049,"{'type': 'MultiPoint', 'coordinates': [[-79.4472464011337, 43.6960307302771]]}"
057,08057,"{'type': 'MultiPoint', 'coordinates': [[-79.4329440583326, 43.7026161891079]]}"
035,07035,"{'type': 'MultiPoint', 'coordinates': [[-79.5138847463308, 43.7506598381465]]}"
040,07040,"{'type': 'MultiPoint', 'coordinates': [[-79.5214208659012, 43.756067890448]]}"
039,07039,"{'type': 'MultiPoint', 'coordinates': [[-79.5191245071479, 43.7541329146481]]}"
020,07020,"{'type': 'MultiPoint', 'coordinates': [[-79.5057527692108, 43.7641803722336]]}"
014,07014,"{'type': 'MultiPoint', 'coordinates': [[-79.5213241884271, 43.7643184871585]]}"
039,01039,"{'type': 'MultiPoint', 'coordinates': [[-79.5716568314092, 43.725278472386]]}"
030,07030,"{'type': 'MultiPoint', 'coordinates': [[-79.4984583080641, 43.7537993176252]]}"
015,07015,"{'type': 'MultiPoint', 'coordinates': [[-79.5261760872728, 43.7568095978259]]}"
029,07029,"{'type': 'MultiPoint', 'coordinates': [[-79.4895356495309, 43.7537487663359]]}"
009,24009,"{'type': 'MultiPoint', 'coordinates': [[-79.2270016649434, 43.779502795504]]}"
011,02011,"{'type': 'MultiPoint', 'coordinates': [[-79.5141861380364, 43.6863294527672]]}"
013,02013,"{'type': 'MultiPoint', 'coordinates': [[-79.5167314001651, 43.6840845068265]]}"
016,02016,"{'type': 'MultiPoint', 'coordinates': [[-79.521810487498, 43.6852014598882]]}"
014,23014,"{'type': 'MultiPoint', 'coordinates': [[-79.2745790047857, 43.8296392564766]]}"
018,02018,"{'type': 'MultiPoint', 'coordinates': [[-79.5293057694511, 43.6895587909223]]}"
025,01025,"{'type': 'MultiPoint', 'coordinates': [[-79.5986506194688, 43.7317262644395]]}"
027,24027,"{'type': 'MultiPoint', 'coordinates': [[-79.2274196598885, 43.7556539022122]]}"
047,01047,"{'type': 'MultiPoint', 'coordinates': [[-79.5521137885613, 43.722227297768]]}"
030,24030,"{'type': 'MultiPoint', 'coordinates': [[-79.2217942462112, 43.7599867150525]]}"
055,24055,"{'type': 'MultiPoint', 'coordinates': [[-79.2153312030506, 43.7393615288612]]}"
007,24007,"{'type': 'MultiPoint', 'coordinates': [[-79.23182092223, 43.7808499759888]]}"
014,02014,"{'type': 'MultiPoint', 'coordinates': [[-79.5189520742635, 43.6844886159765]]}"
017,02017,"{'type': 'MultiPoint', 'coordinates': [[-79.5276517431572, 43.6865189503365]]}"
015,02015,"{'type': 'MultiPoint', 'coordinates': [[-79.5219659420764, 43.6846542136853]]}"
040,24040,"{'type': 'MultiPoint', 'coordinates': [[-79.1912804405348, 43.7589633617233]]}"
011,24011,"{'type': 'MultiPoint', 'coordinates': [[-79.2124956285055, 43.7867616021878]]}"
015,24015,"{'type': 'MultiPoint', 'coordinates': [[-79.2035757142747, 43.7816381013174]]}"
037,24037,"{'type': 'MultiPoint', 'coordinates': [[-79.1888105333247, 43.7672255950837]]}"
057,01057,"{'type': 'MultiPoint', 'coordinates': [[-79.5697578514709, 43.6822877769246]]}"
006,02006,"{'type': 'MultiPoint', 'coordinates': [[-79.5489933081465, 43.6908221223255]]}"
042,24042,"{'type': 'MultiPoint', 'coordinates': [[-79.1999866837748, 43.7508210711606]]}"
050,24050,"{'type': 'MultiPoint', 'coordinates': [[-79.2031493645053, 43.7469080281275]]}"
023,02023,"{'type': 'MultiPoint', 'coordinates': [[-79.5541617494684, 43.6805229180474]]}"
027,21027,"{'type': 'MultiPoint', 'coordinates': [[-79.3067953750859, 43.7461595742932]]}"
042,21042,"{'type': 'MultiPoint', 'coordinates': [[-79.2499518793425, 43.7559335341835]]}"
044,23044,"{'type': 'MultiPoint', 'coordinates': [[-79.2401276987724, 43.7883389094795]]}"
025,02025,"{'type': 'MultiPoint', 'coordinates': [[-79.5542249529223, 43.6797919363761]]}"
034,02034,"{'type': 'MultiPoint', 'coordinates': [[-79.5194735178589, 43.6801476371998]]}"
035,02035,"{'type': 'MultiPoint', 'coordinates': [[-79.5197407162081, 43.6826670586639]]}"
015,22015,"{'type': 'MultiPoint', 'coordinates': [[-79.3015417656141, 43.8125236681703]]}"
012,22012,"{'type': 'MultiPoint', 'coordinates': [[-79.3048914951667, 43.8126469271669]]}"
016,22016,"{'type': 'MultiPoint', 'coordinates': [[-79.300207715201, 43.8130596277619]]}"
048,02048,"{'type': 'MultiPoint', 'coordinates': [[-79.5819840831399, 43.6592899896851]]}"
050,02050,"{'type': 'MultiPoint', 'coordinates': [[-79.5820535063341, 43.6532568470092]]}"
052,02052,"{'type': 'MultiPoint', 'coordinates': [[-79.5869715708541, 43.6441893872147]]}"
003,21003,"{'type': 'MultiPoint', 'coordinates': [[-79.2895538318113, 43.7713003109162]]}"
054,02054,"{'type': 'MultiPoint', 'coordinates': [[-79.5720207319543, 43.6480667176351]]}"
009,21009,"{'type': 'MultiPoint', 'coordinates': [[-79.2777420821411, 43.7671447406728]]}"
052,21052,"{'type': 'MultiPoint', 'coordinates': [[-79.2936351945354, 43.7382584753535]]}"
043,21043,"{'type': 'MultiPoint', 'coordinates': [[-79.2479483733203, 43.7546666264273]]}"
010,03010,"{'type': 'MultiPoint', 'coordinates': [[-79.5279466910799, 43.6474828161727]]}"
040,21040,"{'type': 'MultiPoint', 'coordinates': [[-79.2521559684256, 43.7548865005979]]}"
016,03016,"{'type': 'MultiPoint', 'coordinates': [[-79.5306753739815, 43.6434365862385]]}"
008,02008,"{'type': 'MultiPoint', 'coordinates': [[-79.5336193017499, 43.6994862711697]]}"
009,02009,"{'type': 'MultiPoint', 'coordinates': [[-79.5259571571852, 43.6971266186373]]}"
010,07010,"{'type': 'MultiPoint', 'coordinates': [[-79.5187789797474, 43.7654558367503]]}"
011,07011,"{'type': 'MultiPoint', 'coordinates': [[-79.5186634739287, 43.7687807283326]]}"
017,07017,"{'type': 'MultiPoint', 'coordinates': [[-79.5150042552815, 43.7629711864463]]}"
019,07019,"{'type': 'MultiPoint', 'coordinates': [[-79.5090263862273, 43.7597792742746]]}"
044,25044,"{'type': 'MultiPoint', 'coordinates': [[-79.1826453701118, 43.7761735496451]]}"
049,25049,"{'type': 'MultiPoint', 'coordinates': [[-79.1769383538223, 43.7688556111703]]}"
045,25045,"{'type': 'MultiPoint', 'coordinates': [[-79.183129521103, 43.7755413825282]]}"
052,25052,"{'type': 'MultiPoint', 'coordinates': [[-79.1853470964803, 43.7679841285659]]}"
016,01016,"{'type': 'MultiPoint', 'coordinates': [[-79.5669880778345, 43.7435663177737]]}"
013,24013,"{'type': 'MultiPoint', 'coordinates': [[-79.19467697196, 43.7872196607304]]}"
014,24014,"{'type': 'MultiPoint', 'coordinates': [[-79.1975699343434, 43.7859677868928]]}"
028,07028,"{'type': 'MultiPoint', 'coordinates': [[-79.4937101803973, 43.7586899266831]]}"
007,25007,"{'type': 'MultiPoint', 'coordinates': [[-79.2163862372284, 43.8085677057494]]}"
019,25019,"{'type': 'MultiPoint', 'coordinates': [[-79.1889757053881, 43.8037303285047]]}"
038,25038,"{'type': 'MultiPoint', 'coordinates': [[-79.1648538988544, 43.7841546604673]]}"
037,25037,"{'type': 'MultiPoint', 'coordinates': [[-79.1633156425112, 43.7833019256177]]}"
018,01018,"{'type': 'MultiPoint', 'coordinates': [[-79.5625803433689, 43.7354704812901]]}"
019,01019,"{'type': 'MultiPoint', 'coordinates': [[-79.5677584881448, 43.7372912491487]]}"
021,25021,"{'type': 'MultiPoint', 'coordinates': [[-79.171869534813, 43.8022950282646]]}"
046,25046,"{'type': 'MultiPoint', 'coordinates': [[-79.1868844429518, 43.7726796050533]]}"
053,25053,"{'type': 'MultiPoint', 'coordinates': [[-79.1797652166975, 43.7624188078436]]}"
012,24012,"{'type': 'MultiPoint', 'coordinates': [[-79.1971169704309, 43.7891154918287]]}"
015,01015,"{'type': 'MultiPoint', 'coordinates': [[-79.566395334041, 43.7416651029066]]}"
024,01024,"{'type': 'MultiPoint', 'coordinates': [[-79.5943154958931, 43.7313882639787]]}"
026,01026,"{'type': 'MultiPoint', 'coordinates': [[-79.5965970494236, 43.7272168600843]]}"
027,01027,"{'type': 'MultiPoint', 'coordinates': [[-79.6068398627386, 43.7291665492499]]}"
028,01028,"{'type': 'MultiPoint', 'coordinates': [[-79.6108942976947, 43.7307122501626]]}"
029,01029,"{'type': 'MultiPoint', 'coordinates': [[-79.6118015845994, 43.7312397477066]]}"
031,24031,"{'type': 'MultiPoint', 'coordinates': [[-79.2180382189696, 43.7593925779675]]}"
028,24028,"{'type': 'MultiPoint', 'coordinates': [[-79.2249147113661, 43.754867803652]]}"
047,24047,"{'type': 'MultiPoint', 'coordinates': [[-79.215050939271, 43.7458528095017]]}"
051,24051,"{'type': 'MultiPoint', 'coordinates': [[-79.1969914784391, 43.7470335031665]]}"
054,24054,"{'type': 'MultiPoint', 'coordinates': [[-79.2167581311358, 43.7399913153288]]}"
023,19023,"{'type': 'MultiPoint', 'coordinates': [[-79.3213529474959, 43.6836363802874]]}"
059,11059,"{'type': 'MultiPoint', 'coordinates': [[-79.4142666153396, 43.6612895164804]]}"
043,19043,"{'type': 'MultiPoint', 'coordinates': [[-79.294568672894, 43.6802243802861]]}"
071,17071,"{'type': 'MultiPoint', 'coordinates': [[-79.3831195482157, 43.7696653091189]]}"
047,19047,"{'type': 'MultiPoint', 'coordinates': [[-79.308433778507, 43.6816814386404]]}"
012,02012,"{'type': 'MultiPoint', 'coordinates': [[-79.513250074989, 43.6851510241866]]}"
058,11058,"{'type': 'MultiPoint', 'coordinates': [[-79.4075535469656, 43.6652258366061]]}"
044,17044,"{'type': 'MultiPoint', 'coordinates': [[-79.3510382340178, 43.774938652465]]}"
010,02010,"{'type': 'MultiPoint', 'coordinates': [[-79.519659304979, 43.6890961288899]]}"
049,19049,"{'type': 'MultiPoint', 'coordinates': [[-79.3194731119597, 43.6779038853844]]}"
051,19051,"{'type': 'MultiPoint', 'coordinates': [[-79.3151155117706, 43.6766464306002]]}"
053,06053,"{'type': 'MultiPoint', 'coordinates': [[-79.4882606578029, 43.7454243556118]]}"
052,19052,"{'type': 'MultiPoint', 'coordinates': [[-79.3106816994484, 43.6679247753083]]}"
020,08020,"{'type': 'MultiPoint', 'coordinates': [[-79.4558022793025, 43.7086258158749]]}"
024,14024,"{'type': 'MultiPoint', 'coordinates': [[-79.3374832389852, 43.6820416289563]]}"
051,21051,"{'type': 'MultiPoint', 'coordinates': [[-79.2743179577449, 43.7374516240236]]}"
060,08060,"{'type': 'MultiPoint', 'coordinates': [[-79.4213427841136, 43.7030582555106]]}"
