point_short_code,point_long_code,geometry
011,03011,"{'type': 'MultiPoint', 'coordinates': [[-79.5271439055361, 43.6465771390834]]}"
015,03015,"{'type': 'MultiPoint', 'coordinates': [[-79.5302922538398, 43.6447700435112]]}"
022,23022,"{'type': 'MultiPoint', 'coordinates': [[-79.2740896574429, 43.8116998848004]]}"
049,03049,"{'type': 'MultiPoint', 'coordinates': [[-79.4784140026799, 43.6273813903391]]}"
023,23023,"{'type': 'MultiPoint', 'coordinates': [[-79.275044466151, 43.8124790853726]]}"
024,23024,"{'type': 'MultiPoint', 'coordinates': [[-79.2856134903058, 43.809109322683]]}"
025,23025,"{'type': 'MultiPoint', 'coordinates': [[-79.2850919491127, 43.8082306631027]]}"
053,03053,"{'type': 'MultiPoint', 'coordinates': [[-79.478823019632, 43.6251221335854]]}"
026,23026,"{'type': 'MultiPoint', 'coordinates': [[-79.2785043435939, 43.799988726269]]}"
057,03057,"{'type': 'MultiPoint', 'coordinates': [[-79.4858113730339, 43.624125544139]]}"
065,03065,"{'type': 'MultiPoint', 'coordinates': [[-79.4966462297214, 43.6130763326375]]}"
068,03068,"{'type': 'MultiPoint', 'coordinates': [[-79.5034306601732, 43.603564728631]]}"
030,23030,"{'type': 'MultiPoint', 'coordinates': [[-79.2640882627444, 43.8047500213927]]}"
025,24025,"{'type': 'MultiPoint', 'coordinates': [[-79.2448802576444, 43.7625671183697]]}"
024,24024,"{'type': 'MultiPoint', 'coordinates': [[-79.2478021030816, 43.7705721088236]]}"
026,24026,"{'type': 'MultiPoint', 'coordinates': [[-79.2405599229096, 43.7574823908581]]}"
012,17012,"{'type': 'MultiPoint', 'coordinates': [[-79.3635402543448, 43.7972191365557]]}"
004,23004,"{'type': 'MultiPoint', 'coordinates': [[-79.2904907518539, 43.8143593771015]]}"
025,03025,"{'type': 'MultiPoint', 'coordinates': [[-79.508917678898, 43.6427380669679]]}"
024,03024,"{'type': 'MultiPoint', 'coordinates': [[-79.519311797087, 43.6396780350968]]}"
039,03039,"{'type': 'MultiPoint', 'coordinates': [[-79.498405687125, 43.6205662675783]]}"
026,03026,"{'type': 'MultiPoint', 'coordinates': [[-79.5163297488864, 43.6343052597247]]}"
002,23002,"{'type': 'MultiPoint', 'coordinates': [[-79.288303124399, 43.819348361547]]}"
006,23006,"{'type': 'MultiPoint', 'coordinates': [[-79.2798335039423, 43.8268714163484]]}"
029,03029,"{'type': 'MultiPoint', 'coordinates': [[-79.4964469164461, 43.6377066076306]]}"
015,23015,"{'type': 'MultiPoint', 'coordinates': [[-79.2674700420568, 43.821788456337]]}"
016,23016,"{'type': 'MultiPoint', 'coordinates': [[-79.2338532994675, 43.8303652064155]]}"
040,03040,"{'type': 'MultiPoint', 'coordinates': [[-79.4887807335871, 43.6248239778644]]}"
030,03030,"{'type': 'MultiPoint', 'coordinates': [[-79.4896844559498, 43.6356187317086]]}"
053,15053,"{'type': 'MultiPoint', 'coordinates': [[-79.3608059278349, 43.7018703858417]]}"
094,10094,"{'type': 'MultiPoint', 'coordinates': [[-79.3642987533504, 43.6451107811984]]}"
081,10081,"{'type': 'MultiPoint', 'coordinates': [[-79.3784915456813, 43.6400567518495]]}"
065,10065,"{'type': 'MultiPoint', 'coordinates': [[-79.3910674780315, 43.6399251620906]]}"
064,05064,"{'type': 'MultiPoint', 'coordinates': [[-79.4898300918393, 43.6836610022383]]}"
059,10059,"{'type': 'MultiPoint', 'coordinates': [[-79.3977656874205, 43.6354055263545]]}"
065,05065,"{'type': 'MultiPoint', 'coordinates': [[-79.4820156904053, 43.679793976513]]}"
017,10017,"{'type': 'MultiPoint', 'coordinates': [[-79.398879121155, 43.6515275500611]]}"
016,10016,"{'type': 'MultiPoint', 'coordinates': [[-79.4003947230538, 43.6507124933856]]}"
011,10011,"{'type': 'MultiPoint', 'coordinates': [[-79.4135407266713, 43.6384323972622]]}"
027,20027,"{'type': 'MultiPoint', 'coordinates': [[-79.2317360671938, 43.7276495960022]]}"
084,11084,"{'type': 'MultiPoint', 'coordinates': [[-79.3847816898441, 43.659493189234]]}"
076,11076,"{'type': 'MultiPoint', 'coordinates': [[-79.3985912012751, 43.6564590563559]]}"
069,11069,"{'type': 'MultiPoint', 'coordinates': [[-79.4074089349881, 43.6582441160701]]}"
001,16001,"{'type': 'MultiPoint', 'coordinates': [[-79.3401430648432, 43.7619030433066]]}"
004,04004,"{'type': 'MultiPoint', 'coordinates': [[-79.4910553735324, 43.6604526501243]]}"
004,16004,"{'type': 'MultiPoint', 'coordinates': [[-79.3314383068706, 43.7641877197384]]}"
003,06003,"{'type': 'MultiPoint', 'coordinates': [[-79.449591561088, 43.7901680566764]]}"
018,04018,"{'type': 'MultiPoint', 'coordinates': [[-79.4584228253323, 43.6553956370733]]}"
041,06041,"{'type': 'MultiPoint', 'coordinates': [[-79.4862561391138, 43.735357222836]]}"
062,11062,"{'type': 'MultiPoint', 'coordinates': [[-79.4210161849604, 43.6516313656822]]}"
027,23027,"{'type': 'MultiPoint', 'coordinates': [[-79.2762127949402, 43.7964537061583]]}"
029,23029,"{'type': 'MultiPoint', 'coordinates': [[-79.2652486874085, 43.8031579712554]]}"
060,03060,"{'type': 'MultiPoint', 'coordinates': [[-79.4855369685031, 43.6187083909571]]}"
062,03062,"{'type': 'MultiPoint', 'coordinates': [[-79.4888424872012, 43.6135251612383]]}"
063,03063,"{'type': 'MultiPoint', 'coordinates': [[-79.4959011741067, 43.6161840748617]]}"
035,23035,"{'type': 'MultiPoint', 'coordinates': [[-79.2316269659623, 43.8104461724402]]}"
040,23040,"{'type': 'MultiPoint', 'coordinates': [[-79.2285119174515, 43.7972412194214]]}"
041,23041,"{'type': 'MultiPoint', 'coordinates': [[-79.2332519441342, 43.7978394610251]]}"
083,03083,"{'type': 'MultiPoint', 'coordinates': [[-79.547352486747, 43.6018966478517]]}"
003,07003,"{'type': 'MultiPoint', 'coordinates': [[-79.5667497158539, 43.7537079716592]]}"
051,23051,"{'type': 'MultiPoint', 'coordinates': [[-79.2762899266959, 43.7884058264924]]}"
039,23039,"{'type': 'MultiPoint', 'coordinates': [[-79.2211413058912, 43.8014341079073]]}"
050,23050,"{'type': 'MultiPoint', 'coordinates': [[-79.2661055358191, 43.784467159758]]}"
005,07005,"{'type': 'MultiPoint', 'coordinates': [[-79.5618421120233, 43.753197538015]]}"
026,07026,"{'type': 'MultiPoint', 'coordinates': [[-79.4976055830408, 43.7638095082239]]}"
073,03073,"{'type': 'MultiPoint', 'coordinates': [[-79.5115187733831, 43.6006610741603]]}"
079,03079,"{'type': 'MultiPoint', 'coordinates': [[-79.5313221820213, 43.5953057981406]]}"
042,23042,"{'type': 'MultiPoint', 'coordinates': [[-79.2288180080604, 43.792697960518]]}"
013,01013,"{'type': 'MultiPoint', 'coordinates': [[-79.5948425834357, 43.7381347518027]]}"
001,23001,"{'type': 'MultiPoint', 'coordinates': [[-79.2899667499679, 43.8246324049807]]}"
021,24021,"{'type': 'MultiPoint', 'coordinates': [[-79.23514687523, 43.7719692863916]]}"
022,24022,"{'type': 'MultiPoint', 'coordinates': [[-79.2352659356635, 43.7650332154187]]}"
019,22019,"{'type': 'MultiPoint', 'coordinates': [[-79.3230676298928, 43.7986530998679]]}"
037,22037,"{'type': 'MultiPoint', 'coordinates': [[-79.3102092800282, 43.7974491286704]]}"
051,02051,"{'type': 'MultiPoint', 'coordinates': [[-79.5764636675837, 43.652695968515]]}"
060,22060,"{'type': 'MultiPoint', 'coordinates': [[-79.2923181525917, 43.7794075284367]]}"
053,24053,"{'type': 'MultiPoint', 'coordinates': [[-79.2060348701063, 43.7381519615688]]}"
017,23017,"{'type': 'MultiPoint', 'coordinates': [[-79.2327375191257, 43.8298752034525]]}"
020,03020,"{'type': 'MultiPoint', 'coordinates': [[-79.5356351750109, 43.6387257178744]]}"
041,24041,"{'type': 'MultiPoint', 'coordinates': [[-79.1872408418527, 43.7537306281654]]}"
058,22058,"{'type': 'MultiPoint', 'coordinates': [[-79.2937672893674, 43.782487286387]]}"
039,22039,"{'type': 'MultiPoint', 'coordinates': [[-79.307285388876, 43.7914712561725]]}"
038,22038,"{'type': 'MultiPoint', 'coordinates': [[-79.310456021139, 43.7859828383642]]}"
038,24038,"{'type': 'MultiPoint', 'coordinates': [[-79.1862924598949, 43.7669828897416]]}"
041,22041,"{'type': 'MultiPoint', 'coordinates': [[-79.2913478664802, 43.7965807575644]]}"
042,22042,"{'type': 'MultiPoint', 'coordinates': [[-79.2857174919641, 43.8010691646555]]}"
046,22046,"{'type': 'MultiPoint', 'coordinates': [[-79.3150953883817, 43.7807962711677]]}"
050,22050,"{'type': 'MultiPoint', 'coordinates': [[-79.300660254809, 43.7766766424049]]}"
052,22052,"{'type': 'MultiPoint', 'coordinates': [[-79.3024698863046, 43.7868632096674]]}"
044,24044,"{'type': 'MultiPoint', 'coordinates': [[-79.205000088613, 43.749923496435]]}"
046,24046,"{'type': 'MultiPoint', 'coordinates': [[-79.2301927515264, 43.7472933923281]]}"
059,22059,"{'type': 'MultiPoint', 'coordinates': [[-79.2945018031967, 43.783856621995]]}"
012,01012,"{'type': 'MultiPoint', 'coordinates': [[-79.5891451714213, 43.7458920486043]]}"
041,09041,"{'type': 'MultiPoint', 'coordinates': [[-79.4367221725004, 43.6485242370315]]}"
007,01007,"{'type': 'MultiPoint', 'coordinates': [[-79.5991007205673, 43.7480114029654]]}"
051,13051,"{'type': 'MultiPoint', 'coordinates': [[-79.3816270508403, 43.6611448543204]]}"
048,09048,"{'type': 'MultiPoint', 'coordinates': [[-79.428133701906, 43.6430624679594]]}"
052,13052,"{'type': 'MultiPoint', 'coordinates': [[-79.3768092183918, 43.6576071946012]]}"
044,09044,"{'type': 'MultiPoint', 'coordinates': [[-79.4225997592765, 43.6527076700775]]}"
053,13053,"{'type': 'MultiPoint', 'coordinates': [[-79.3762402835106, 43.6563341852588]]}"
054,13054,"{'type': 'MultiPoint', 'coordinates': [[-79.376337968099, 43.6590937894372]]}"
011,25011,"{'type': 'MultiPoint', 'coordinates': [[-79.206547703276, 43.8179789081656]]}"
031,07031,"{'type': 'MultiPoint', 'coordinates': [[-79.4999125095246, 43.7582792583815]]}"
032,07032,"{'type': 'MultiPoint', 'coordinates': [[-79.5028244891368, 43.7536543018276]]}"
033,07033,"{'type': 'MultiPoint', 'coordinates': [[-79.5106588918435, 43.7555851004459]]}"
012,25012,"{'type': 'MultiPoint', 'coordinates': [[-79.2033845823469, 43.8154347835423]]}"
013,25013,"{'type': 'MultiPoint', 'coordinates': [[-79.2076059405385, 43.8116563251017]]}"
038,07038,"{'type': 'MultiPoint', 'coordinates': [[-79.5119920580985, 43.7474650745775]]}"
001,25001,"{'type': 'MultiPoint', 'coordinates': [[-79.2261254163676, 43.8242998088678]]}"
009,25009,"{'type': 'MultiPoint', 'coordinates': [[-79.2183240428671, 43.8143956979563]]}"
015,25015,"{'type': 'MultiPoint', 'coordinates': [[-79.2133003232257, 43.8039892965967]]}"
016,25016,"{'type': 'MultiPoint', 'coordinates': [[-79.2069358552156, 43.8050223865269]]}"
017,25017,"{'type': 'MultiPoint', 'coordinates': [[-79.2093657180027, 43.7969167927449]]}"
001,09001,"{'type': 'MultiPoint', 'coordinates': [[-79.4496106390732, 43.6951876559931]]}"
004,13004,"{'type': 'MultiPoint', 'coordinates': [[-79.3871043090912, 43.6659589375069]]}"
019,13019,"{'type': 'MultiPoint', 'coordinates': [[-79.3744794019554, 43.6677968512992]]}"
015,13015,"{'type': 'MultiPoint', 'coordinates': [[-79.3763158177603, 43.6671659692828]]}"
004,09004,"{'type': 'MultiPoint', 'coordinates': [[-79.4604931991533, 43.6828243738643]]}"
006,09006,"{'type': 'MultiPoint', 'coordinates': [[-79.4400434190871, 43.6839770688827]]}"
010,09010,"{'type': 'MultiPoint', 'coordinates': [[-79.4423994502932, 43.6769966995909]]}"
018,09018,"{'type': 'MultiPoint', 'coordinates': [[-79.455349639961, 43.6676736698242]]}"
010,25010,"{'type': 'MultiPoint', 'coordinates': [[-79.207720158593, 43.8213508850921]]}"
036,23036,"{'type': 'MultiPoint', 'coordinates': [[-79.2267274764451, 43.8127036322107]]}"
077,03077,"{'type': 'MultiPoint', 'coordinates': [[-79.5172863888663, 43.5973446482043]]}"
078,03078,"{'type': 'MultiPoint', 'coordinates': [[-79.5301917018794, 43.5943542260396]]}"
043,23043,"{'type': 'MultiPoint', 'coordinates': [[-79.2343670150945, 43.7940473900167]]}"
045,23045,"{'type': 'MultiPoint', 'coordinates': [[-79.2467058262956, 43.7889512448555]]}"
082,03082,"{'type': 'MultiPoint', 'coordinates': [[-79.5380333970394, 43.6036644184991]]}"
002,07002,"{'type': 'MultiPoint', 'coordinates': [[-79.5715992964106, 43.7590380277146]]}"
004,07004,"{'type': 'MultiPoint', 'coordinates': [[-79.564522188693, 43.7505647535485]]}"
084,03084,"{'type': 'MultiPoint', 'coordinates': [[-79.5447921850042, 43.6095014861413]]}"
003,01003,"{'type': 'MultiPoint', 'coordinates': [[-79.5969028425731, 43.7545214979956]]}"
055,03055,"{'type': 'MultiPoint', 'coordinates': [[-79.4819344214751, 43.6227432277133]]}"
058,03058,"{'type': 'MultiPoint', 'coordinates': [[-79.4831847801728, 43.6216460750801]]}"
011,04011,"{'type': 'MultiPoint', 'coordinates': [[-79.4642771240273, 43.6668978958084]]}"
015,04015,"{'type': 'MultiPoint', 'coordinates': [[-79.4520914802339, 43.6568139143931]]}"
019,06019,"{'type': 'MultiPoint', 'coordinates': [[-79.4557498353799, 43.7613507732862]]}"
023,06023,"{'type': 'MultiPoint', 'coordinates': [[-79.4650473100592, 43.7506888486772]]}"
022,06022,"{'type': 'MultiPoint', 'coordinates': [[-79.4618941501249, 43.7534709581119]]}"
027,06027,"{'type': 'MultiPoint', 'coordinates': [[-79.4386379576123, 43.7583388559745]]}"
048,06048,"{'type': 'MultiPoint', 'coordinates': [[-79.5047717321441, 43.7330245969919]]}"
049,17049,"{'type': 'MultiPoint', 'coordinates': [[-79.331933544035, 43.7824531904325]]}"
051,06051,"{'type': 'MultiPoint', 'coordinates': [[-79.502184631375, 43.7409310902]]}"
035,17035,"{'type': 'MultiPoint', 'coordinates': [[-79.3339032144143, 43.7874877559234]]}"
038,04038,"{'type': 'MultiPoint', 'coordinates': [[-79.4792111259437, 43.6568015671144]]}"
026,17026,"{'type': 'MultiPoint', 'coordinates': [[-79.3520715188173, 43.7925523629732]]}"
044,06044,"{'type': 'MultiPoint', 'coordinates': [[-79.4972302699958, 43.7219510502744]]}"
043,17043,"{'type': 'MultiPoint', 'coordinates': [[-79.3547553486122, 43.7771281264675]]}"
012,10012,"{'type': 'MultiPoint', 'coordinates': [[-79.4082529250071, 43.6439374594858]]}"
010,10010,"{'type': 'MultiPoint', 'coordinates': [[-79.4149044272269, 43.6379909306654]]}"
009,04009,"{'type': 'MultiPoint', 'coordinates': [[-79.4691929730923, 43.6606401274749]]}"
001,12001,"{'type': 'MultiPoint', 'coordinates': [[-79.4496106390732, 43.6951876559931]]}"
013,04013,"{'type': 'MultiPoint', 'coordinates': [[-79.4632413024792, 43.6633690069567]]}"
043,06043,"{'type': 'MultiPoint', 'coordinates': [[-79.4925005879096, 43.7290920275721]]}"
062,04062,"{'type': 'MultiPoint', 'coordinates': [[-79.437655497264, 43.6366650803939]]}"
063,04063,"{'type': 'MultiPoint', 'coordinates': [[-79.4347122849581, 43.6388275584139]]}"
024,11024,"{'type': 'MultiPoint', 'coordinates': [[-79.38168602675, 43.6776557315322]]}"
002,05002,"{'type': 'MultiPoint', 'coordinates': [[-79.5195137371404, 43.7142643813312]]}"
003,05003,"{'type': 'MultiPoint', 'coordinates': [[-79.5181161605692, 43.7120567278162]]}"
062,16062,"{'type': 'MultiPoint', 'coordinates': [[-79.3255861937498, 43.7184813428671]]}"
036,16036,"{'type': 'MultiPoint', 'coordinates': [[-79.3065937086935, 43.7328806813866]]}"
034,16034,"{'type': 'MultiPoint', 'coordinates': [[-79.3128928267744, 43.735971323013]]}"
032,16032,"{'type': 'MultiPoint', 'coordinates': [[-79.3404529903826, 43.7347124115475]]}"
031,16031,"{'type': 'MultiPoint', 'coordinates': [[-79.3385329307779, 43.7336070379667]]}"
093,10093,"{'type': 'MultiPoint', 'coordinates': [[-79.357458675327, 43.6508509258333]]}"
041,05041,"{'type': 'MultiPoint', 'coordinates': [[-79.4694151111639, 43.6872494240615]]}"
078,10078,"{'type': 'MultiPoint', 'coordinates': [[-79.3805001428764, 43.6429365455387]]}"
072,10072,"{'type': 'MultiPoint', 'coordinates': [[-79.3912722037022, 43.6450001780823]]}"
045,05045,"{'type': 'MultiPoint', 'coordinates': [[-79.4990122716087, 43.6894622237887]]}"
045,10045,"{'type': 'MultiPoint', 'coordinates': [[-79.4070699709122, 43.6427335246188]]}"
056,10056,"{'type': 'MultiPoint', 'coordinates': [[-79.4020561582733, 43.6364661082315]]}"
060,10060,"{'type': 'MultiPoint', 'coordinates': [[-79.3983036552952, 43.6374164740187]]}"
047,10047,"{'type': 'MultiPoint', 'coordinates': [[-79.4038150226613, 43.6429915030246]]}"
061,05061,"{'type': 'MultiPoint', 'coordinates': [[-79.4775297378499, 43.6686064997442]]}"
044,10044,"{'type': 'MultiPoint', 'coordinates': [[-79.4064135925468, 43.6422399839429]]}"
043,10043,"{'type': 'MultiPoint', 'coordinates': [[-79.40463496612, 43.6458438060303]]}"
009,10009,"{'type': 'MultiPoint', 'coordinates': [[-79.4151818844181, 43.6396349867184]]}"
008,04008,"{'type': 'MultiPoint', 'coordinates': [[-79.47413908979, 43.6612044595428]]}"
033,02033,"{'type': 'MultiPoint', 'coordinates': [[-79.5395009465865, 43.6786465333719]]}"
043,02043,"{'type': 'MultiPoint', 'coordinates': [[-79.5448985655353, 43.6606760663976]]}"
021,02021,"{'type': 'MultiPoint', 'coordinates': [[-79.5411220987472, 43.6834245605793]]}"
042,17042,"{'type': 'MultiPoint', 'coordinates': [[-79.3577389782403, 43.7808296263161]]}"
036,04036,"{'type': 'MultiPoint', 'coordinates': [[-79.4680784439153, 43.6544404209605]]}"
045,04045,"{'type': 'MultiPoint', 'coordinates': [[-79.4725852996553, 43.6391014880419]]}"
046,04046,"{'type': 'MultiPoint', 'coordinates': [[-79.4721483478897, 43.6373961969156]]}"
030,17030,"{'type': 'MultiPoint', 'coordinates': [[-79.3539466682304, 43.7961414378367]]}"
019,17019,"{'type': 'MultiPoint', 'coordinates': [[-79.3906268330491, 43.7816070660216]]}"
022,11022,"{'type': 'MultiPoint', 'coordinates': [[-79.3887259343309, 43.6731154778817]]}"
017,11017,"{'type': 'MultiPoint', 'coordinates': [[-79.3936252415522, 43.6758304132138]]}"
008,05008,"{'type': 'MultiPoint', 'coordinates': [[-79.4755347034249, 43.7178279267229]]}"
066,16066,"{'type': 'MultiPoint', 'coordinates': [[-79.3020599777968, 43.7196700199227]]}"
061,16061,"{'type': 'MultiPoint', 'coordinates': [[-79.3239488858854, 43.7110902315839]]}"
015,05015,"{'type': 'MultiPoint', 'coordinates': [[-79.509329936238, 43.7059781458169]]}"
051,16051,"{'type': 'MultiPoint', 'coordinates': [[-79.3262352139651, 43.7237430204811]]}"
085,10085,"{'type': 'MultiPoint', 'coordinates': [[-79.3764002196513, 43.6432501146516]]}"
031,05031,"{'type': 'MultiPoint', 'coordinates': [[-79.4789480608335, 43.7054535329767]]}"
023,16023,"{'type': 'MultiPoint', 'coordinates': [[-79.3496061486394, 43.7399524524339]]}"
080,10080,"{'type': 'MultiPoint', 'coordinates': [[-79.3788871825108, 43.6399916866745]]}"
069,10069,"{'type': 'MultiPoint', 'coordinates': [[-79.3927712133715, 43.6428584936299]]}"
013,10013,"{'type': 'MultiPoint', 'coordinates': [[-79.4111480362678, 43.6478003880479]]}"
039,06039,"{'type': 'MultiPoint', 'coordinates': [[-79.4679428388331, 43.7279015861068]]}"
020,17020,"{'type': 'MultiPoint', 'coordinates': [[-79.3852946788356, 43.7762622265316]]}"
014,17014,"{'type': 'MultiPoint', 'coordinates': [[-79.3745155238261, 43.7964177776079]]}"
031,11031,"{'type': 'MultiPoint', 'coordinates': [[-79.371423566861, 43.6734645258014]]}"
028,11028,"{'type': 'MultiPoint', 'coordinates': [[-79.3687780820258, 43.6939854007409]]}"
011,11011,"{'type': 'MultiPoint', 'coordinates': [[-79.4013309540226, 43.6674291395999]]}"
001,05001,"{'type': 'MultiPoint', 'coordinates': [[-79.5341488706972, 43.7078632246253]]}"
004,05004,"{'type': 'MultiPoint', 'coordinates': [[-79.503838703887, 43.716721642837]]}"
009,05009,"{'type': 'MultiPoint', 'coordinates': [[-79.483407061155, 43.7108495114267]]}"
060,16060,"{'type': 'MultiPoint', 'coordinates': [[-79.3310091533195, 43.7117262234356]]}"
052,16052,"{'type': 'MultiPoint', 'coordinates': [[-79.3316873577593, 43.7179406752052]]}"
048,16048,"{'type': 'MultiPoint', 'coordinates': [[-79.3281212460466, 43.7267843220246]]}"
042,16042,"{'type': 'MultiPoint', 'coordinates': [[-79.3275707528446, 43.7286217705745]]}"
041,16041,"{'type': 'MultiPoint', 'coordinates': [[-79.3272769398522, 43.7299107448386]]}"
033,16033,"{'type': 'MultiPoint', 'coordinates': [[-79.3141820772089, 43.7359594203073]]}"
030,16030,"{'type': 'MultiPoint', 'coordinates': [[-79.3486194709289, 43.7207737430925]]}"
019,16019,"{'type': 'MultiPoint', 'coordinates': [[-79.3247390774717, 43.7423352674519]]}"
083,10083,"{'type': 'MultiPoint', 'coordinates': [[-79.3717059086552, 43.6417104157356]]}"
084,10084,"{'type': 'MultiPoint', 'coordinates': [[-79.3758100936673, 43.6419124021927]]}"
035,05035,"{'type': 'MultiPoint', 'coordinates': [[-79.4757272759794, 43.6974108623235]]}"
037,05037,"{'type': 'MultiPoint', 'coordinates': [[-79.4688606526194, 43.6931111358685]]}"
038,05038,"{'type': 'MultiPoint', 'coordinates': [[-79.4694080539514, 43.6916898892131]]}"
048,10048,"{'type': 'MultiPoint', 'coordinates': [[-79.4015845603528, 43.6439719062514]]}"
066,05066,"{'type': 'MultiPoint', 'coordinates': [[-79.477451584347, 43.681541969503]]}"
057,10057,"{'type': 'MultiPoint', 'coordinates': [[-79.4015567835994, 43.6348160766671]]}"
058,05058,"{'type': 'MultiPoint', 'coordinates': [[-79.4983074871366, 43.6675759817237]]}"
062,05062,"{'type': 'MultiPoint', 'coordinates': [[-79.4888938172078, 43.6738651424808]]}"
032,02032,"{'type': 'MultiPoint', 'coordinates': [[-79.5417121934287, 43.6726005054962]]}"
029,02029,"{'type': 'MultiPoint', 'coordinates': [[-79.5800752804407, 43.6664657716455]]}"
053,22053,"{'type': 'MultiPoint', 'coordinates': [[-79.2976616870896, 43.7850716358588]]}"
022,02022,"{'type': 'MultiPoint', 'coordinates': [[-79.5529548829347, 43.6804618155072]]}"
057,22057,"{'type': 'MultiPoint', 'coordinates': [[-79.2916054920999, 43.7820164754934]]}"
008,21008,"{'type': 'MultiPoint', 'coordinates': [[-79.2805733330022, 43.7674356924497]]}"
020,02020,"{'type': 'MultiPoint', 'coordinates': [[-79.5370181385566, 43.685944240933]]}"
063,02063,"{'type': 'MultiPoint', 'coordinates': [[-79.5606933670659, 43.6474696882985]]}"
079,02079,"{'type': 'MultiPoint', 'coordinates': [[-79.5688523206208, 43.634619391021]]}"
019,02019,"{'type': 'MultiPoint', 'coordinates': [[-79.53306700719, 43.6894627380415]]}"
080,02080,"{'type': 'MultiPoint', 'coordinates': [[-79.5652801574271, 43.6291556984902]]}"
001,03001,"{'type': 'MultiPoint', 'coordinates': [[-79.5093148073344, 43.6586572209274]]}"
030,02030,"{'type': 'MultiPoint', 'coordinates': [[-79.5607396403649, 43.6733827722511]]}"
031,02031,"{'type': 'MultiPoint', 'coordinates': [[-79.5540087673011, 43.6683053235247]]}"
038,02038,"{'type': 'MultiPoint', 'coordinates': [[-79.5158693659685, 43.6611017686454]]}"
039,02039,"{'type': 'MultiPoint', 'coordinates': [[-79.5210419267328, 43.6610611746104]]}"
040,02040,"{'type': 'MultiPoint', 'coordinates': [[-79.5265666084256, 43.6654435061721]]}"
041,02041,"{'type': 'MultiPoint', 'coordinates': [[-79.5201109383211, 43.6490881283341]]}"
042,02042,"{'type': 'MultiPoint', 'coordinates': [[-79.5394518624762, 43.6601566099814]]}"
044,02044,"{'type': 'MultiPoint', 'coordinates': [[-79.5660253980864, 43.6594751992159]]}"
045,02045,"{'type': 'MultiPoint', 'coordinates': [[-79.5703271487686, 43.655263953493]]}"
046,02046,"{'type': 'MultiPoint', 'coordinates': [[-79.5705591957417, 43.6569279624456]]}"
062,02062,"{'type': 'MultiPoint', 'coordinates': [[-79.5608016240727, 43.6504713423926]]}"
064,02064,"{'type': 'MultiPoint', 'coordinates': [[-79.54107815468, 43.6465122489888]]}"
065,02065,"{'type': 'MultiPoint', 'coordinates': [[-79.5462529112722, 43.6453169519903]]}"
070,02070,"{'type': 'MultiPoint', 'coordinates': [[-79.5654527814785, 43.6437720275364]]}"
071,02071,"{'type': 'MultiPoint', 'coordinates': [[-79.5675267161358, 43.6437353738767]]}"
072,02072,"{'type': 'MultiPoint', 'coordinates': [[-79.5666150696602, 43.6378407814724]]}"
074,02074,"{'type': 'MultiPoint', 'coordinates': [[-79.5829941240327, 43.638849199945]]}"
075,02075,"{'type': 'MultiPoint', 'coordinates': [[-79.5839842946131, 43.6380836835734]]}"
076,02076,"{'type': 'MultiPoint', 'coordinates': [[-79.5827325211831, 43.6373685364982]]}"
067,11067,"{'type': 'MultiPoint', 'coordinates': [[-79.4081495122429, 43.656667812094]]}"
022,21022,"{'type': 'MultiPoint', 'coordinates': [[-79.2806330260974, 43.7626707459236]]}"
002,03002,"{'type': 'MultiPoint', 'coordinates': [[-79.5144508226801, 43.6588720532978]]}"
039,04039,"{'type': 'MultiPoint', 'coordinates': [[-79.4847133386746, 43.6512772232725]]}"
036,17036,"{'type': 'MultiPoint', 'coordinates': [[-79.3380515908991, 43.7858197125024]]}"
049,11049,"{'type': 'MultiPoint', 'coordinates': [[-79.3886683290985, 43.6667966234704]]}"
029,17029,"{'type': 'MultiPoint', 'coordinates': [[-79.3520061038578, 43.7948756958414]]}"
027,17027,"{'type': 'MultiPoint', 'coordinates': [[-79.3502969872857, 43.7908704223355]]}"
050,04050,"{'type': 'MultiPoint', 'coordinates': [[-79.4660603042405, 43.63639833254]]}"
022,17022,"{'type': 'MultiPoint', 'coordinates': [[-79.3598465997775, 43.7884321784152]]}"
053,04053,"{'type': 'MultiPoint', 'coordinates': [[-79.4479230168876, 43.6468292693933]]}"
086,13086,"{'type': 'MultiPoint', 'coordinates': [[-79.3567264592352, 43.6533001529187]]}"
055,04055,"{'type': 'MultiPoint', 'coordinates': [[-79.4491237019074, 43.6432000977767]]}"
002,19002,"{'type': 'MultiPoint', 'coordinates': [[-79.3118535366198, 43.7054402645903]]}"
005,19005,"{'type': 'MultiPoint', 'coordinates': [[-79.3046691881214, 43.7155566605111]]}"
009,19009,"{'type': 'MultiPoint', 'coordinates': [[-79.2979972016863, 43.7026579788911]]}"
043,25043,"{'type': 'MultiPoint', 'coordinates': [[-79.1784462927192, 43.7835009010173]]}"
058,04058,"{'type': 'MultiPoint', 'coordinates': [[-79.4374640114553, 43.6433956027407]]}"
029,11029,"{'type': 'MultiPoint', 'coordinates': [[-79.3723530099708, 43.6841341693997]]}"
027,11027,"{'type': 'MultiPoint', 'coordinates': [[-79.3834646497375, 43.687105081373]]}"
071,04071,"{'type': 'MultiPoint', 'coordinates': [[-79.430147708446, 43.6373300911798]]}"
020,11020,"{'type': 'MultiPoint', 'coordinates': [[-79.3921392257859, 43.6729826224861]]}"
