_id,POINT_ID,POINT_TYPE_ID,POINT_TYPE,FEATURE_CODE,FEATURE_CODE_DESC,POINT_SHORT_CODE,POINT_LONG_CODE,POINT_NAME,POINT_DESC,REF_FEATURE_TYPE,REF_FEATURE_ID_SPAT,REF_FEATURE_ID_TAB,SOURCE_FEATURE_TYPE,SOURCE_FEATURE_ID,VOTER_COUNT,OBJECTID,ADDRESS_NUMBER,LINEAR_NAME_FULL,ADDRESS_FULL,geometry
826,10586,,VOTING_LOCATION,P,Primary,071,17071,Bayview Village Place,None,None,,,ADDRESS_POINT,14072506,582,2787,644,Sheppard Ave E,644 Sheppard Ave E,"{'type': 'MultiPoint', 'coordinates': [[-79.3831195482157, 43.7696653091189]]}"
827,10403,,VOTING_LOCATION,P,Primary,047,19047,Grant African Methodist Church,None,None,,,ADDRESS_POINT,809184,2301,2788,2029,Gerrard St E,2029 Gerrard St E,"{'type': 'MultiPoint', 'coordinates': [[-79.308433778507, 43.6816814386404]]}"
828,10298,,VOTING_LOCATION,P,Primary,012,02012,Richview Terrace,None,None,,,ADDRESS_POINT,1027583,601,2789,1,Richview Rd,1 Richview Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.513250074989, 43.6851510241866]]}"
829,10957,,VOTING_LOCATION,P,Primary,058,11058,Tranzac Club,None,None,,,ADDRESS_POINT,8417960,1534,2790,292,Brunswick Ave,292 Brunswick Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.4075535469656, 43.6652258366061]]}"
830,10692,,VOTING_LOCATION,P,Primary,044,17044,St. Timothy Catholic School,None,None,,,ADDRESS_POINT,5145355,2544,2791,25,Rochelle Cres,25 Rochelle Cres,"{'type': 'MultiPoint', 'coordinates': [[-79.3510382340178, 43.774938652465]]}"
831,10590,,VOTING_LOCATION,P,Primary,010,02010,Westmount Public School,None,None,,,ADDRESS_POINT,9847243,2486,2792,95,Chapman Rd,95 Chapman Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.519659304979, 43.6890961288899]]}"
832,10256,,VOTING_LOCATION,P,Primary,049,19049,George Etienne Cartier,None,None,,,ADDRESS_POINT,807027,1150,2793,250,Gainsborough Rd,250 Gainsborough Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.3194731119597, 43.6779038853844]]}"
833,10244,,VOTING_LOCATION,P,Primary,051,19051,Fairmount Park Community Centre,None,None,,,ADDRESS_POINT,14639653,2089,2794,1757,Gerrard St E,1757 Gerrard St E,"{'type': 'MultiPoint', 'coordinates': [[-79.3151155117706, 43.6766464306002]]}"
834,10943,,VOTING_LOCATION,P,Primary,053,06053,Sheppard Public School,None,None,,,ADDRESS_POINT,10133016,2856,2795,1430,Sheppard Ave W,1430 Sheppard Ave W,"{'type': 'MultiPoint', 'coordinates': [[-79.4882606578029, 43.7454243556118]]}"
835,11396,,VOTING_LOCATION,P,Primary,052,19052,Toronto United Mennonite Church,None,None,,,ADDRESS_POINT,8417386,3298,2796,1774,Queen St E,1774 Queen St E,"{'type': 'MultiPoint', 'coordinates': [[-79.3106816994484, 43.6679247753083]]}"
836,11210,,VOTING_LOCATION,P,Primary,020,08020,Glen Long Park,None,None,,,ADDRESS_POINT,8039130,1703,2797,35,Glen Long Ave,35 Glen Long Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.4558022793025, 43.7086258158749]]}"
837,10886,,VOTING_LOCATION,P,Primary,024,14024,Wilkinson Public School,None,None,,,ADDRESS_POINT,7807349,2644,2798,53,Donlands Ave,53 Donlands Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.3374832389852, 43.6820416289563]]}"
838,10303,,VOTING_LOCATION,P,Primary,051,21051,Ionview Public School,None,None,,,ADDRESS_POINT,347910,3517,2799,90,Ionview Rd,90 Ionview Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.2743179577449, 43.7374516240236]]}"
839,11201,,VOTING_LOCATION,P,Primary,060,08060,Forest Hill Collegiate Institute,None,None,,,ADDRESS_POINT,800884,2322,2800,730,Eglinton Ave W,730 Eglinton Ave W,"{'type': 'MultiPoint', 'coordinates': [[-79.4213427841136, 43.7030582555106]]}"
840,10009,,VOTING_LOCATION,P,Primary,030,14030,Withrow Public School,None,None,,,ADDRESS_POINT,765985,3798,2801,25,Bain Ave,25 Bain Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.3521296600971, 43.670460460892]]}"
841,10669,,VOTING_LOCATION,P,Primary,062,08062,Allenby Junior Public School,None,None,,,ADDRESS_POINT,873148,2857,2802,391,St Clements Ave,391 St Clements Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.4127877318278, 43.7094356428595]]}"
842,10385,,VOTING_LOCATION,P,Primary,022,14022,St. Irene Greek Orthodox Church,None,None,,,ADDRESS_POINT,14120378,1476,2803,66,Gough Ave,66 Gough Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.3466880011649, 43.6791576957705]]}"
843,10852,,VOTING_LOCATION,P,Primary,057,21057,Rainbow Village,None,None,,,ADDRESS_POINT,9086378,1223,2804,2460,Eglinton Ave E,2460 Eglinton Ave E,"{'type': 'MultiPoint', 'coordinates': [[-79.2626427420438, 43.734096181789]]}"
844,11401,,VOTING_LOCATION,P,Primary,050,14050,Morse Street Junior Public School,None,None,,,ADDRESS_POINT,779906,3041,2806,180,Carlaw Ave,180 Carlaw Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.3401666940738, 43.6601669225421]]}"
845,10363,,VOTING_LOCATION,P,Primary,008,14008,Holy Cross Catholic Secondary School - Building Grounds,None,None,,,ADDRESS_POINT,6208930,2721,2807,299A,Donlands Ave,299A Donlands Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.3406763650031, 43.6899875509537]]}"
846,10689,,VOTING_LOCATION,P,Primary,009,14009,Blair Court Apartments,None,None,,,ADDRESS_POINT,6208932,2274,2808,266,Donlands Ave,266 Donlands Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.3419050751048, 43.6896477027053]]}"
847,10891,,VOTING_LOCATION,P,Primary,023,14023,Pape Danforth Public Library,None,None,,,ADDRESS_POINT,7570449,1678,2809,701,Pape Ave,701 Pape Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.3444395999378, 43.6786322848271]]}"
848,10848,,VOTING_LOCATION,P,Primary,037,14037,Francis Beavis Manor,None,None,,,ADDRESS_POINT,8407983,1509,2810,369,Pape Ave,369 Pape Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.3407075076271, 43.6698031401265]]}"
